,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,msd_track_id
4223,4223,25195,7Hk6bmTKvakMAPSNMlynsx,Sophie Ellis-Bextor,OO's Music Grandi Successi,Murder On The Dancefloor,0,230013,False,0.735,0.848,1,-5.285,0,0.0308,0.00312,1.15e-05,0.313,0.864,117.317,4,disco,TREMMLW128F92EC8E1
4224,4224,25197,682S7vnOE3jsTqYipcIl34,Level 42,80s Bangers Vol. 2,Lessons In Love,0,245800,False,0.685,0.928,7,-4.968,1,0.0471,0.0901,0.000125,0.206,0.882,112.993,4,disco,TRDXVMS128F4263EE0
4240,4240,25198,6sEOCx9dvZ2Vy3sI8HpZ3m,Ricchi E Poveri,Tutti in piscina Canzoni per bambini,Mamma Maria,0,188840,False,0.725,0.834,4,-6.142,0,0.0302,0.379,1.82e-06,0.288,0.931,133.289,4,disco,TROUNDU128F932B5EB
4241,4241,25204,1JQ6Xm1JrvHfvAqhl5pwaA,Commodores,Commodores,Easy,75,256426,False,0.589,0.384,10,-15.075,0,0.0332,0.112,2.8e-05,0.0596,0.354,132.909,4,disco,TRERKGV128E078FEC5
4245,4245,25210,3K7Q9PHUWPTaknlbFPThn2,Kool & The Gang,Celebrate!,Celebration,72,298866,False,0.885,0.664,1,-11.795,1,0.0524,0.145,0.0483,0.0767,0.906,121.632,4,disco,TRYDASF128E0784360
4247,4247,25237,4Y51P1v7Lgbfgx1sahHJAW,Level 42,Running In The Family (Deluxe Edition),Lessons In Love,43,246013,False,0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,4,disco,TRDXVMS128F4263EE0
4256,4256,25239,07MWiIIYt8uYSm7zkcHyyn,Captain & Tennille,Best 70s Rock Tunes,Do That To Me One More Time,13,256665,False,0.728,0.524,7,-8.227,1,0.0255,0.565,0.000131,0.0913,0.511,90.262,4,disco,TRESSYI128F422B8BE
4259,4259,25248,5Vo4HZkAnLMUW9UOdyym14,Captain & Tennille,Sweet Home Alabama,Do That To Me One More Time,0,256665,False,0.728,0.524,7,-8.227,1,0.0255,0.565,0.000131,0.0913,0.511,90.262,4,disco,TRESSYI128F422B8BE
4262,4262,25249,2px80FbeUfkt4i8EYg3uBq,Captain & Tennille,Best 70s Rock Tunes,Do That To Me One More Time,0,256665,False,0.728,0.524,7,-8.227,1,0.0255,0.565,0.000131,0.0913,0.511,90.262,4,disco,TRESSYI128F422B8BE
4265,4265,25258,5MoDQWMDMaAGDEiWsJfeCi,The Bangles,The Essential Bangles,Eternal Flame,68,238026,False,0.526,0.358,4,-7.239,0,0.0243,0.525,0.0,0.0942,0.399,78.989,3,disco,TRWTFEA128F426E1DC
4281,4281,25262,54pvEYFocTlvIAQOfXSjqV,Gilbert O'Sullivan,Back to Front (Deluxe Edition),Alone Again (Naturally),30,221373,False,0.558,0.528,8,-6.265,0,0.032,0.625,7.49e-05,0.104,0.606,171.797,4,disco,TRGVFTB128F427A5EB
4282,4282,25265,714hERk9U1W8FMYkoC83CO,Hot Chocolate,Hot Chocolate,You Sexy Thing,72,244920,False,0.791,0.733,5,-5.465,1,0.0633,0.523,0.0016,0.167,0.962,105.853,4,disco,TRTVFSX12903D0738A
4283,4283,25270,7K8QsHbmUpSX37oOCL4e2g,Carl Douglas,Kung Fu Fighter,Kung Fu Fighting,26,197935,False,0.621,0.764,2,-8.702,1,0.0578,0.146,4.97e-05,0.161,0.745,102.288,4,disco,TRVCNDL128F9320C3A
4284,4284,25275,5g6nzsOxwxdoj6sqAl0NXB,The Weather Girls,The Best of Disco,It's Raining Men,64,211013,False,0.682,0.925,5,-5.896,0,0.121,0.315,0.000718,0.702,0.611,136.27,4,disco,TRNJYIV128F426AF62
4289,4289,25278,0aAR5HogGoT68EWFbyRFqx,Irene Cara,What A Feeling,What A Feeling,71,244533,False,0.532,0.729,10,-6.84,1,0.0474,0.382,0.0,0.366,0.595,121.97,4,disco,TRAPSGZ128F4245E6A
4291,4291,25298,7wGSHzLVkc4oiRsIstfqV8,Captain & Tennille,Best 70s Rock Tunes,Do That To Me One More Time,0,256665,False,0.728,0.524,7,-8.227,1,0.0255,0.565,0.000131,0.0913,0.511,90.262,4,disco,TRESSYI128F422B8BE
4294,4294,25310,3m0y8qLoznUYi73SUBP8GI,Ray Parker Jr.,Ghostbusters (Original Motion Picture Soundtrack) [2016],Ghostbusters,69,245253,False,0.788,0.846,4,-5.017,1,0.0372,0.0103,0.000281,0.26,0.738,115.636,4,disco,TRJTJEQ128F92DF7C2
4295,4295,25311,1Y7VG310Lf5IYP7sVOob4X,Bonnie Tyler,Natural Force (Expanded Edition),It's a Heartache,27,215160,False,0.53,0.672,0,-6.314,1,0.0293,0.0458,0.0,0.0891,0.519,118.903,4,disco,TRMWFPK128F42766A3
4296,4296,25313,7qUTZEf6bgiApJEXpMAH5y,Barry Manilow,Even Now,Can't Smile Without You,63,193440,False,0.419,0.516,7,-9.937,1,0.0335,0.494,4.41e-06,0.148,0.476,97.884,4,disco,TREVSQX128F92F1695
4300,4300,25319,4QT3YKobBj4BI7xCYRLr9u,Imagination,In the Heat of the Night,Just an Illusion,63,387866,False,0.752,0.548,11,-10.532,0,0.0329,0.295,0.115,0.0582,0.658,105.125,4,disco,TRZTBMZ128F932DEC5
4301,4301,25323,0snPJPxkk0MbTc0xeUvAPt,Lionel Richie,Dancing On The Ceiling (Expanded Edition),Dancing On The Ceiling,69,270720,False,0.698,0.774,0,-8.642,1,0.048,0.12,2.26e-06,0.394,0.731,133.197,4,disco,TRFUJBZ128F1485E14
4303,4303,25362,5g3ZD7PmrEQlQZKDW91yGG,The Bangles,Everything,Eternal Flame,64,235666,False,0.521,0.233,7,-13.683,1,0.0254,0.635,0.0,0.245,0.4,78.93,3,disco,TRWTFEA128F426E1DC
4319,4319,25364,5uuJruktM9fMdN9Va0DUMl,Wild Cherry,Wild Cherry,Play That Funky Music,71,300000,False,0.814,0.672,9,-12.068,1,0.0619,0.0435,0.0,0.061,0.933,109.394,4,disco,TRXMJKY128F4270938
4321,4321,25365,2A6yzRGMgSQCUapR2ptm6A,Cyndi Lauper,True Colors,True Colors,70,227600,False,0.397,0.207,0,-13.155,1,0.0331,0.701,3.07e-05,0.116,0.268,171.282,4,disco,TRJFAOJ128F931D308
4322,4322,25366,4EhkMUdkAVAsfsjbWU6PPr,The Bangles,Different Light,Manic Monday,46,184173,False,0.685,0.571,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.869,121.737,4,disco,TRWQYAX128F934213E
4370,4370,25367,07PIhdmyYIw8dMeDMsx9FU,Bee Gees,Horizontal (Deluxe Version),Words,61,198453,False,0.259,0.289,2,-10.491,1,0.0285,0.14,0.0,0.162,0.246,80.326,4,disco,TRCJNUG128F92EB8A9
4371,4371,25401,0wtHjEAzLYYyGuk2WtpGwS,Commodores,The Very Best Of The Commodores,Easy,63,260893,False,0.576,0.432,10,-13.642,0,0.0314,0.233,0.00135,0.0743,0.348,132.144,4,disco,TRERKGV128E078FEC5
4372,4372,25409,2zMJN9JvDlvGP4jB03l1Bz,Donna Summer,Bad Girls,Hot Stuff,67,314760,False,0.823,0.743,0,-13.98,1,0.0316,0.00559,0.0306,0.0707,0.966,120.471,4,disco,TRPXBFK128F145A6C3
4373,4373,25416,5CI1FP2Volc9wjz2MBZsGx,Irene Cara,Fame (Original Motion Picture Soundtrack),Fame,66,316066,False,0.7,0.73,0,-8.763,0,0.0311,0.132,0.0,0.133,0.961,130.519,4,disco,TRHQBNG128F9300881
4374,4374,25418,6rhVKeUhQTGLIRmQOfc9Wo,Santa Esmeralda,Kill Bill Vol. 1 Original Soundtrack (PA Version),Don't Let Me Be Misunderstood,59,628546,False,0.668,0.815,9,-8.998,0,0.0833,0.0326,0.00102,0.0498,0.785,117.809,4,disco,TRSEVEF128F4231328
4375,4375,25420,1ot6jEe4w4hYnsOPjd3xKQ,The Pointer Sisters,So Excited! (Expanded Edition),I'm So Excited,72,230640,False,0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,4,disco,TRCHXXE128F428547C
4376,4376,25423,5eFiEFtrq5dLgVHSZANUNl,Rick Astley,Whenever You Need Somebody,Together Forever,68,205533,False,0.702,0.933,2,-11.876,1,0.0492,0.0519,0.000128,0.155,0.896,115.114,4,disco,TRCWOZX12903CC84D1
4392,4392,25427,0m4jVVZrsv0bLkAr1uM6UG,Captain & Tennille,Make Your Move,Do That To Me One More Time,68,256666,False,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,4,disco,TRESSYI128F422B8BE
4395,4395,25472,3pbtBomO4Zt5gGiqsYeiBH,Diana Ross,Diana,Upside Down,69,245600,False,0.873,0.855,5,-8.559,0,0.0615,0.179,0.0285,0.0377,0.884,107.868,4,disco,TRKXFWL128E07811BF
4396,4396,25476,4XX1pFUkQOZTYp6Hb6a6Ae,Bananarama,True Confessions (Collector's Edition),Venus,67,229164,False,0.722,0.961,9,-4.812,1,0.0514,0.0883,0.61,0.278,0.91,126.113,4,disco,TRCRUIN128E078E0BC
4398,4398,25483,5u12cHy5iH7bpvDT9CutpD,The Bar-Kays,Greatest Hits,She Talks To Me With Her Body,32,516906,False,0.844,0.801,11,-7.915,0,0.0497,0.0257,0.00654,0.184,0.817,117.55,4,disco,TRTLDAA128F145A3F3
4399,4399,25509,1MwJMB0GyO9gY7GwfqcXYq,Lionel Richie;Shania Twain,Tuskegee (Deluxe Version),Endless Love,52,259739,False,0.537,0.504,9,-8.527,1,0.0256,0.309,3.39e-06,0.0852,0.248,91.013,4,disco,TRJSJSB128F423345F
4400,4400,25512,1VrfLrBviw9A6JzRoo3t2C,Bonnie Tyler,Faster Than the Speed of Night,Total Eclipse of the Heart,62,418000,False,0.439,0.512,8,-12.871,1,0.0514,0.348,0.0,0.154,0.197,131.351,4,disco,TRVYJRW128F4276648
4401,4401,25542,4nkGwi71JA1qMPptDPK9gA,The Bar-Kays,Thanksgiving Party,Soul Finger,0,141360,False,0.733,0.467,4,-14.99,1,0.0312,0.148,0.883,0.334,0.852,115.871,4,disco,TRGDJZZ12903C9F844
4402,4402,25553,4Cv6ongCvJy9JfSkWVnb5D,Kool & The Gang,Something Special,Get Down On It,64,293666,False,0.847,0.389,9,-15.362,0,0.0569,0.0753,1.2e-05,0.0471,0.968,111.52,4,disco,TRNFXWT128F14774A9
4405,4405,25562,1mMYaXpT65iZDtvfRA9EkE,Kool & The Gang,Emergency (Reissue),Fresh,63,266560,False,0.838,0.381,11,-16.867,0,0.0351,0.00912,0.0988,0.0364,0.95,117.708,4,disco,TRNTJOQ128E0794306
4407,4407,25566,6qa3dw9POlFwVClCwly95d,Carl Douglas,The Soul of the Kung Fu Fighter,Kung Fu Fighting,20,197693,False,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.84e-05,0.289,0.59,102.035,4,disco,TRVCNDL128F9320C3A
4408,4408,25573,2U1jARoulYqZG9aMCogIzy,Boney M.,Take The Heat Off Me,No Woman No Cry,42,298906,False,0.77,0.714,1,-6.893,1,0.0272,0.159,0.00181,0.0549,0.917,101.039,4,disco,TRLTKYS128F428DA4B
4409,4409,25574,1DxT6f6mH7kLriOUWbujup,Lionel Richie,Can't Slow Down,All Night Long (All Night),52,382973,False,0.714,0.583,1,-13.346,1,0.0391,0.273,0.000813,0.0288,0.849,108.822,4,disco,TRJCHSL128F93263E6
4412,4412,25578,300zfRaCgTmEm5Eqe3HqZZ,Ray Parker Jr.,Arista Heritage Series: Ray Parker,Ghostbusters,63,240800,False,0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,4,disco,TRJTJEQ128F92DF7C2
4413,4413,25580,569uHYIB0X324FZOBEhvit,Ray Parker Jr.,Greatest Hits,Ghostbusters,70,239133,False,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,4,disco,TRJTJEQ128F92DF7C2
4414,4414,25612,1vCBk33l9HaWp5FOnhSGxk,Donna Summer,I Remember Yesterday,I Feel Love,56,355173,False,0.674,0.711,0,-15.581,1,0.0423,0.031,0.691,0.0925,0.961,126.696,4,disco,TREMZWA128F92C500E
4417,4417,25630,6u8psOqxdqNrMpPXLiZQzV,Ryan Paris,Dance From The 80s,Dolce Vita,31,235733,False,0.85,0.581,5,-8.181,0,0.0542,0.227,0.0202,0.0826,0.965,121.975,4,disco,TRFRTMM12903CB3A6F
4418,4418,25638,3EGI5qmVmGlfgy9BmNb1R8,Level 42,Running In The Family,Lessons In Love,69,246013,False,0.709,0.839,7,-8.403,1,0.0367,0.159,0.00209,0.301,0.864,113.186,4,disco,TRDXVMS128F4263EE0
4422,4422,25650,38p8YDx5gepOiK4SnEfoB4,Wham!,George Michael & Wham! Last Christmas: The Original Motion Picture Soundtrack,Last Christmas,56,264960,False,0.735,0.583,2,-8.648,1,0.0277,0.193,5.15e-06,0.183,0.941,107.741,4,disco,TREHFVL128F42597D9
4426,4426,25660,13v3siPyvy5TTEZYmGPPse,Rick James,Street Songs (Deluxe Edition),Give It To Me Baby,65,248133,False,0.706,0.727,11,-8.714,1,0.0456,0.114,7.7e-05,0.174,0.965,119.55,4,disco,TRQEUXG128F1460FA6
4430,4430,25664,68ZOBzR0AffpQM6AgSA5n4,Lionel Richie;Darius Rucker,Tuskegee (Deluxe Version),Stuck On You,47,201706,False,0.557,0.496,5,-9.272,1,0.0276,0.626,1.32e-06,0.102,0.293,132.716,4,disco,TRBIMZB128F93263E8
4431,4431,25669,6pMHMzwTsWIxLigr54GGVm,George McCrae,The Singles 1974 - 76,Rock Your Baby,62,200053,False,0.594,0.906,1,-5.536,1,0.0594,0.169,0.00122,0.0778,0.892,104.411,4,disco,TRNOAGG12903CBB894
4437,4437,25675,0XKN8MWK5LE4u7syOMQtv4,Spandau Ballet,40 Years - The Greatest Hits,Only When You Leave,34,308760,False,0.585,0.831,7,-6.206,0,0.0453,0.244,4.64e-06,0.0539,0.701,137.271,4,disco,TRPDHIY128F4275767
4441,4441,25702,2EGaDf0cPX789H3LNeB03D,Bananarama,Bananarama (Collector's Edition),Cruel Summer,66,215326,False,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501,4,disco,TRXHWIA128E078A9BB
4442,4442,25705,5hXEcqQhEjfZdbIZLO8mf2,Wham!,Make It Big,Everything She Wants,65,302693,False,0.899,0.459,6,-15.557,0,0.0366,0.322,0.00406,0.165,0.962,115.09,4,disco,TRTUSVT128F42597F3
4458,4458,25719,5rtpGGu3bPKsJEFjDGs63M,Sophie Ellis-Bextor,Read My Lips,Murder On The Dancefloor,62,229573,False,0.734,0.844,1,-5.357,0,0.0343,0.00346,1.81e-05,0.333,0.823,117.306,4,disco,TREMMLW128F92EC8E1
4459,4459,25727,5izGeTxueiFX1UPFGohY9w,Robert Palmer;Eric 'ET' Thorngren,Riptide,Addicted To Love,68,363640,False,0.702,0.578,2,-13.415,1,0.031,0.382,5.89e-06,0.0425,0.975,111.617,4,disco,TRMVKSL128F14640E0
4460,4460,25757,0zjORbo98bRxMmyS3wzeKW,Chicane;Bryan Adams,Twenty,Don't Give Up,49,210786,False,0.644,0.72,10,-9.635,0,0.0419,0.00145,0.504,0.0839,0.53,132.017,4,disco,TRJAMLV128E0792490
4464,4464,25827,0vdNhG2CoWoBM1UbsioEpV,Level 42,Classic,Something About You,31,264600,False,0.721,0.672,6,-9.029,0,0.0339,0.0547,0.0106,0.201,0.804,104.976,4,disco,TRHCJMM128F933BEED
4476,4476,25836,30BIQMWprmAlVae1W4BRBw,Barry White,Barry White's Greatest Hits,I've Got So Much To Give,31,190333,False,0.596,0.464,7,-11.877,0,0.027,0.122,8.53e-06,0.229,0.68,106.937,3,disco,TRVKXSL12903CD94E4
4477,4477,25856,2IvetNzSZMH5gwjInoyr18,The Weather Girls,Success,It's Raining Men,62,325426,False,0.69,0.744,1,-12.721,1,0.0613,0.034,0.598,0.453,0.56,136.918,4,disco,TRNJYIV128F426AF62
4482,4482,25863,46ABOH3c3OmH5waNodL3FZ,The Bar-Kays,Propositions,Anticipation,30,346746,False,0.683,0.541,3,-9.46,1,0.0467,0.664,8.31e-05,0.11,0.743,147.308,4,disco,TRUNDFC128F145A3F0
4483,4483,25903,3sTSo8X7UCDTVUVMJ63LJO,Eric Carmen,Dirty Dancing: Anniversary Edition,Hungry Eyes,56,247320,False,0.719,0.634,5,-7.331,1,0.0255,0.0186,0.0,0.108,0.591,110.597,4,disco,TROUKZL128F92F37FE
4485,4485,25906,1t6c3Hwp0WMw4CSLcEkANx,Boney M.,20th Century Hits,Rivers Of Babylon,43,197933,False,0.73,0.75,0,-7.582,1,0.0341,6.24e-05,0.72,0.354,0.785,122.774,4,disco,TRXQMLM128F42950E6
4487,4487,25910,2TQaMcc3BEAF5Srn7FCipl,Atlantic Starr,All In The Name Of Love,Always,62,288493,False,0.606,0.532,7,-6.759,1,0.0256,0.403,0.000904,0.356,0.327,130.945,4,disco,TRUQSZO12903CB4252
4488,4488,25934,05UkW0aWSlpxcOlT3NtJ1N,Grace Jones,Classic Grace Jones,I've Seen That Face Before (Libertango),30,268800,False,0.807,0.46,9,-14.432,0,0.0564,0.000619,0.111,0.0604,0.965,133.329,4,disco,TRGEUIY128F4268A5F
4492,4492,25955,5seKua5Mu2wMK1qUhdHwt1,Boney M.,Nightflight to Venus,Painter Man,40,190720,False,0.624,0.803,0,-6.187,1,0.0873,0.0135,0.00839,0.214,0.962,129.094,4,disco,TRJQHTU128F42BC8D6
4494,4494,27037,6tC2iHfUlzB2W4ntXXL2BH,Pendulum,In Silico,Propane Nightmares,58,313346,False,0.356,0.966,7,-4.13,0,0.0825,0.000262,0.148,0.192,0.215,173.992,4,drum-and-bass,TRSOHMN128F429388A
4495,4495,27288,6B9mcMqfCvjoB9GD3xxL1Z,Pendulum,Propane Nightmares,Propane Nightmares,19,313866,False,0.362,0.964,7,-4.1,0,0.0845,0.000257,0.148,0.172,0.241,174.018,4,drum-and-bass,TRSOHMN128F429388A
4496,4496,28886,2Rv5wNE0PYj0Dw3sNAd6yr,Black Uhuru,Sinsemilla,Vampire,26,273520,False,0.81,0.453,9,-13.104,0,0.0902,0.00215,0.313,0.0508,0.827,132.499,4,dub,TRNNOSG128F42641DC
4497,4497,32298,5bDvBPW1eWPUbWYaqPjmXU,Booka Shade,Tsugi Electro,Mandarine Girl,1,342892,False,0.783,0.689,6,-8.327,0,0.0477,0.000492,0.903,0.223,0.516,128.016,4,electronic,TRZHNBD128F14AA6AD
4513,4513,32381,5mc6EyF1OIEOhAkD0Gg9Lc,Nine Inch Nails,The Downward Spiral (Deluxe Edition),Closer,66,373306,True,0.546,0.724,10,-8.639,0,0.0427,0.000273,0.667,0.133,0.586,89.991,4,electronic,TRENUOV128E0791C1D
4531,4531,32391,5RYfFPKTR2TkAgckapjwT8,Miranda!,El Templo del Pop,Imán,40,258573,True,0.455,0.483,4,-7.495,0,0.0644,0.0992,0.0,0.182,0.373,120.018,3,electronic,TRPVDMH12903CF7FA8
4532,4532,32729,5drK2kTE2mrUdV33iHWyrx,Hooverphonic,The Magnificent Tree,Mad About You,61,223733,False,0.465,0.844,1,-4.352,0,0.0379,0.00109,0.399,0.0865,0.155,170.358,4,electronic,TRMFPOH128F4273C6B
4536,4536,32748,66YEDcrJdUYuvXznH5zrDq,Orgy,Metal,Blue Monday,0,267000,False,0.589,0.695,8,-8.109,1,0.0341,8.65e-05,3.6e-05,0.0778,0.938,129.837,4,electronic,TRRSZCO128F4270273
4540,4540,32944,7jzGuh57asNIvhz1VsFHda,The Presets,Apocalypso,My People,35,268173,False,0.56,0.921,5,-2.462,1,0.0374,0.0123,1.08e-05,0.404,0.283,126.974,4,electronic,TRGEZAD128F423E607
4541,4541,33032,4rXPkKTkE0oYd9OltdFG9K,Fall Out Boy,Обратно в клас - rock,Thnks fr th Mmrs,2,204760,False,0.458,0.897,10,-5.006,0,0.0674,0.005,0.0,0.103,0.602,154.834,4,emo,TRKHDXT128EF342E3D
4553,4553,33123,3Zwu2K0Qa5sT6teCCHPShP,Fall Out Boy,Infinity On High,Thnks fr th Mmrs,79,203506,False,0.459,0.891,10,-5.057,0,0.0623,0.00511,0.0,0.106,0.588,154.837,4,emo,TRKHDXT128EF342E3D
4556,4556,33411,1TvNcWY7WwPLQINhimxycA,Jimmy Eat World,Bleed American,Hear You Me,64,284373,False,0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,3,emo,TRKEGGM128F42900F9
4572,4572,33699,0Jyn2SgnPMaqlrDkxCDvu1,Something Corporate,Emo Christmas 2022,Forget December,0,192226,False,0.624,0.683,0,-6.188,1,0.0415,0.0129,0.0,0.106,0.492,127.091,4,emo,TRECEJJ12903CB7042
4581,4581,34295,1CMAPLK1Wxv5cVIuAt57ZY,The Mamas & The Papas,Christmas time but not Christmas songs 2022,Dream A Little Dream Of Me,0,194333,False,0.464,0.366,7,-11.351,1,0.051,0.812,0.0,0.0634,0.314,133.264,4,folk,TRGCZPR128F42289AB
4593,4593,34332,62AuGbAkt8Ox2IrFFb8GKV,Neil Diamond,Sweet Caroline,Sweet Caroline,78,203573,False,0.529,0.127,11,-16.066,1,0.0274,0.611,0.000109,0.237,0.578,63.05,4,folk,TRGWIXI128F4262BA9
4629,4629,34382,70C4NyhjD5OZUMzvWZ3njJ,Billy Joel,Piano Man (Legacy Edition),Piano Man,77,339000,False,0.331,0.55,0,-6.483,1,0.0272,0.605,3.96e-06,0.192,0.429,177.734,3,folk,TRCTEDP12903CBA4AB
4645,4645,34396,2wwYEAmYVc9wyIHjVG111K,Stealers Wheel,On air 70's Hits,Stuck In The Middle With You,0,205306,False,0.768,0.759,7,-4.472,1,0.0348,0.134,9.56e-05,0.0531,0.96,124.201,4,folk,TROFFPQ12903CC3009
4650,4650,34397,7MmCtSgteCZnHA40oOSGSp,Stealers Wheel,Fiesta temática 70s,Stuck In The Middle With You,0,205306,False,0.768,0.759,7,-4.472,1,0.0348,0.134,9.56e-05,0.0531,0.96,124.201,4,folk,TROFFPQ12903CC3009
4655,4655,34600,1ZEOIhSn6BKErV59bIgn76,The Mamas & The Papas,All The Leaves Are Brown The Golden Era Collection,California Dreamin',69,160373,False,0.548,0.728,1,-6.631,0,0.0367,0.424,0.0,0.0525,0.649,112.332,4,folk,TROFNGJ128F429D84A
4667,4667,34634,3yrSvpt2l1xhsV9Em88Pul,Van Morrison,Blowin' Your Mind!,Brown Eyed Girl,80,183306,False,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,4,folk,TRFHYOH128F9358CEF
4676,4676,34688,76TZCvJ8GitQ2FA1q5dKu0,Simon & Garfunkel,Bridge Over Troubled Water,The Boxer,71,308520,False,0.439,0.488,11,-14.464,1,0.0615,0.702,0.000339,0.16,0.629,93.017,4,folk,TRQMFUI128F4284AF6
4677,4677,34722,3Vby4nGmtbDo7HDJamOWkT,Stealers Wheel,Stealers Wheel,Stuck In The Middle With You,78,208946,False,0.82,0.575,7,-9.144,1,0.0408,0.0936,0.000135,0.109,0.964,123.765,4,folk,TROFFPQ12903CC3009
4682,4682,34776,52VIdyKqp1pJRSyUQaxKUA,Bread,Baby I'm-a Want You,Everything I Own,70,187000,False,0.365,0.338,2,-13.406,1,0.0322,0.735,0.0,0.104,0.446,79.241,4,folk,TRXVVQU128F9307EA2
4691,4691,34826,27hhIs2fp6w06N5zx4Eaa5,The Mamas & The Papas,The Papas & The Mamas,Dream A Little Dream Of Me,72,194426,False,0.413,0.313,7,-13.138,1,0.0519,0.791,1.5e-06,0.0727,0.349,92.515,4,folk,TRGCZPR128F42289AB
4703,4703,34977,1ne9wOtDF2jM6Cm8WBkaER,John Denver,Rocky Mountain High,Rocky Mountain High,67,283640,False,0.455,0.437,4,-11.411,1,0.0278,0.314,0.0,0.501,0.724,81.396,4,folk,TRCADRD128F930EF50
4705,4705,36849,4jZ1zz3G7I53FOhgTstUiB,France Gall,En Allemand - Das Beste Auf Deutsch,A Banda (Zwei Apfelsinen im Haar),32,172773,False,0.758,0.778,8,-9.236,1,0.0777,0.229,0.000168,0.597,0.965,122.937,4,french,TRCXVLW128F4274E9A
4706,4706,37252,6RNDeRnWsRMjPdNVgupZCs,Stevie Wonder,At The Close Of A Century,I Just Called To Say I Love You,75,262240,False,0.748,0.551,1,-9.054,1,0.0239,0.243,1.57e-06,0.0943,0.65,113.535,4,funk,TRZTWSZ128E0792D57
4715,4715,37253,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,Just As I Am,Ain't No Sunshine,79,125093,False,0.527,0.415,4,-11.451,0,0.122,0.457,1.72e-05,0.117,0.515,78.169,4,funk,TRNBGVB128F426AC12
4719,4719,37285,4YEA9DzQt60W0Q34Dw1O5f,The Temptations,REGNIG DAG,I Wish It Would Rain,0,170200,False,0.361,0.633,3,-5.652,1,0.12,0.294,0.0,0.281,0.523,181.219,4,funk,TRAVPOX128F1486662
4723,4723,37402,745H5CctFr12Mo7cqa1BMH,The Temptations,The Temptations Sing Smokey,My Girl,79,165000,False,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,4,funk,TRHTRKM128E0792004
4727,4727,37449,26OO9xqiEAxTO8pgugvQ56,Bloodhound Gang,90's Music Grandi Successi,The Bad Touch,0,260480,True,0.828,0.711,0,-6.261,0,0.0383,0.00334,0.0321,0.0954,0.969,122.981,4,funk,TRKKQGM128F93351C3
4728,4728,37557,0bRXwKfigvpKZUurwqAlEh,Bill Withers,Menagerie,Lovely Day,76,254560,False,0.692,0.651,9,-8.267,1,0.0324,0.292,0.00241,0.105,0.706,97.923,4,funk,TRETPUT128F427E11E
4736,4736,37883,4WuWnhoSBm2jMZ2kju6hx1,Sam & Dave,Thanksgiving Party,I Thank You,0,172760,False,0.789,0.373,1,-11.937,1,0.0923,0.317,9.67e-05,0.0711,0.711,117.919,4,funk,TRQIORZ128F92F1245
4752,4752,37908,5cZqsjVs6MevCnAkasbEOX,Limp Bizkit,Significant Other,Break Stuff,77,166706,True,0.432,0.884,8,-6.659,1,0.13,0.0127,0.000527,0.166,0.624,108.948,4,funk,TRVVRPW12903CA8490
4756,4756,38003,0BxE4FqsDD1Ot4YuBXwAPp,Arctic Monkeys,Favourite Worst Nightmare,505,88,253586,False,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,garage,TRZEJSA128F92DE1B3
4765,4765,38014,2x8evxqUlF0eRabbW2JBJd,Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,79,183893,False,0.654,0.828,1,-5.377,0,0.0281,0.00146,0.000144,0.122,0.79,112.056,4,garage,TRTHVYT128F92DE1A6
4774,4774,38025,3DQVgcqaP3iSMbaKsd57l5,Arctic Monkeys,"Whatever People Say I Am, That's What I'm Not",I Bet You Look Good On The Dancefloor,75,173680,False,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183,4,garage,TREDPEE128F92F9130
4775,4775,38073,56NkIxSZZiMpFP5ZNSxtnT,The Strokes,Is This It,Someday,70,183573,False,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51e-06,0.338,0.671,105.97,4,garage,TRPYROS128F427F1A9
4776,4776,38118,4DQ1VuWATAvpueRqTTqFQp,The Fratellis,Whistle For The Choir,Whistle For The Choir,50,216880,False,0.595,0.696,4,-4.551,1,0.0311,0.0492,0.0,0.12,0.725,131.561,4,garage,TRFTMVT128EF343902
